Tank;Condition;Temperature;Ploidy;Date;Fish;Days;Length
t-46;AB-23-2N;23;2n;28-1-2021;10;7;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;2;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;3;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;4;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;5;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;6;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;7;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;8;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;9;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;10;14;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;2;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;3;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;4;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;5;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;6;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;7;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;8;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;9;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;10;21;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;2;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;3;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;4;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;5;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;6;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;7;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;8;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;9;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;10;28;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;2;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;3;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;4;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;5;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;6;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;7;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;8;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;9;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;10;35;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;2;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;3;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;4;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;5;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;6;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;7;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;8;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;9;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;10;42;NA
t-46;AB-23-2N;23;2n;28-1-2021;1;49;11.483
t-46;AB-23-2N;23;2n;28-1-2021;2;49;8.018
t-46;AB-23-2N;23;2n;28-1-2021;3;49;11.777
t-46;AB-23-2N;23;2n;28-1-2021;4;49;9.106
t-46;AB-23-2N;23;2n;28-1-2021;5;49;10.511
t-46;AB-23-2N;23;2n;28-1-2021;6;49;9.617
t-46;AB-23-2N;23;2n;28-1-2021;7;49;6.997
t-46;AB-23-2N;23;2n;28-1-2021;8;49;7.401
t-46;AB-23-2N;23;2n;28-1-2021;9;49;12.526
t-46;AB-23-2N;23;2n;28-1-2021;10;49;13.304
t-46;AB-23-2N;23;2n;28-1-2021;1;56;14.909
t-46;AB-23-2N;23;2n;28-1-2021;2;56;14.803
t-46;AB-23-2N;23;2n;28-1-2021;3;56;13.07
t-46;AB-23-2N;23;2n;28-1-2021;4;56;12.339
t-46;AB-23-2N;23;2n;28-1-2021;5;56;12.357
t-46;AB-23-2N;23;2n;28-1-2021;6;56;15.484
t-46;AB-23-2N;23;2n;28-1-2021;7;56;16.388
t-46;AB-23-2N;23;2n;28-1-2021;8;56;15.379
t-46;AB-23-2N;23;2n;28-1-2021;9;56;13.682
t-46;AB-23-2N;23;2n;28-1-2021;10;56;15.059
t-46;AB-23-2N;23;2n;28-1-2021;1;63;17.366
t-46;AB-23-2N;23;2n;28-1-2021;2;63;13.206
t-46;AB-23-2N;23;2n;28-1-2021;3;63;16.364
t-46;AB-23-2N;23;2n;28-1-2021;4;63;15.068
t-46;AB-23-2N;23;2n;28-1-2021;5;63;12.213
t-46;AB-23-2N;23;2n;28-1-2021;6;63;16.046
t-46;AB-23-2N;23;2n;28-1-2021;7;63;15.274
t-46;AB-23-2N;23;2n;28-1-2021;8;63;16.758
t-46;AB-23-2N;23;2n;28-1-2021;9;63;12.211
t-46;AB-23-2N;23;2n;28-1-2021;10;63;9.455
t-46;AB-23-2N;23;2n;28-1-2021;1;70;18.018
t-46;AB-23-2N;23;2n;28-1-2021;2;70;15.444
t-46;AB-23-2N;23;2n;28-1-2021;3;70;16.105
t-46;AB-23-2N;23;2n;28-1-2021;4;70;19.073
t-46;AB-23-2N;23;2n;28-1-2021;5;70;16.782
t-46;AB-23-2N;23;2n;28-1-2021;6;70;19.263
t-46;AB-23-2N;23;2n;28-1-2021;7;70;16.538
t-46;AB-23-2N;23;2n;28-1-2021;8;70;14.32
t-46;AB-23-2N;23;2n;28-1-2021;9;70;16.59
t-46;AB-23-2N;23;2n;28-1-2021;10;70;19.903
t-46;AB-23-2N;23;2n;28-1-2021;1;77;17.774
t-46;AB-23-2N;23;2n;28-1-2021;2;77;14.453
t-46;AB-23-2N;23;2n;28-1-2021;3;77;15.517
t-46;AB-23-2N;23;2n;28-1-2021;4;77;19.231
t-46;AB-23-2N;23;2n;28-1-2021;5;77;14.103
t-46;AB-23-2N;23;2n;28-1-2021;6;77;14.893
t-46;AB-23-2N;23;2n;28-1-2021;7;77;17.956
t-46;AB-23-2N;23;2n;28-1-2021;8;77;15.977
t-46;AB-23-2N;23;2n;28-1-2021;9;77;17.457
t-46;AB-23-2N;23;2n;28-1-2021;10;77;14.328
t-46;AB-23-2N;23;2n;28-1-2021;1;84;15.998
t-46;AB-23-2N;23;2n;28-1-2021;2;84;16.889
t-46;AB-23-2N;23;2n;28-1-2021;3;84;19.44
t-46;AB-23-2N;23;2n;28-1-2021;4;84;18.126
t-46;AB-23-2N;23;2n;28-1-2021;5;84;15.522
t-46;AB-23-2N;23;2n;28-1-2021;6;84;16.557
t-46;AB-23-2N;23;2n;28-1-2021;7;84;16.494
t-46;AB-23-2N;23;2n;28-1-2021;8;84;21.092
t-46;AB-23-2N;23;2n;28-1-2021;9;84;19.825
t-46;AB-23-2N;23;2n;28-1-2021;10;84;19.94
t-46;AB-23-2N;23;2n;28-1-2021;1;91;20.074
t-46;AB-23-2N;23;2n;28-1-2021;2;91;19.209
t-46;AB-23-2N;23;2n;28-1-2021;3;91;17.8
t-46;AB-23-2N;23;2n;28-1-2021;4;91;21.015
t-46;AB-23-2N;23;2n;28-1-2021;5;91;19.443
t-46;AB-23-2N;23;2n;28-1-2021;6;91;20.144
t-46;AB-23-2N;23;2n;28-1-2021;7;91;15.904
t-46;AB-23-2N;23;2n;28-1-2021;8;91;16.591
t-46;AB-23-2N;23;2n;28-1-2021;9;91;21.17
t-46;AB-23-2N;23;2n;28-1-2021;10;91;20.055
t-46;AB-23-2N;23;2n;28-1-2021;1;98;18.283
t-46;AB-23-2N;23;2n;28-1-2021;2;98;16.644
t-46;AB-23-2N;23;2n;28-1-2021;3;98;21.917
t-46;AB-23-2N;23;2n;28-1-2021;4;98;21.268
t-46;AB-23-2N;23;2n;28-1-2021;5;98;19.945
t-46;AB-23-2N;23;2n;28-1-2021;6;98;18.013
t-46;AB-23-2N;23;2n;28-1-2021;7;98;16.857
t-46;AB-23-2N;23;2n;28-1-2021;8;98;20.593
t-46;AB-23-2N;23;2n;28-1-2021;9;98;19.857
t-46;AB-23-2N;23;2n;28-1-2021;10;98;17.728
t-46;AB-23-2N;23;2n;28-1-2021;1;105;20.047
t-46;AB-23-2N;23;2n;28-1-2021;2;105;18.319
t-46;AB-23-2N;23;2n;28-1-2021;3;105;21.797
t-46;AB-23-2N;23;2n;28-1-2021;4;105;15.514
t-46;AB-23-2N;23;2n;28-1-2021;5;105;21.863
t-46;AB-23-2N;23;2n;28-1-2021;6;105;19.997
t-46;AB-23-2N;23;2n;28-1-2021;7;105;22.347
t-46;AB-23-2N;23;2n;28-1-2021;8;105;16.938
t-46;AB-23-2N;23;2n;28-1-2021;9;105;17.919
t-46;AB-23-2N;23;2n;28-1-2021;10;105;18.834
t-46;AB-23-2N;23;2n;28-1-2021;1;112;18.545
t-46;AB-23-2N;23;2n;28-1-2021;2;112;22.096
t-46;AB-23-2N;23;2n;28-1-2021;3;112;21.911
t-46;AB-23-2N;23;2n;28-1-2021;4;112;23.241
t-46;AB-23-2N;23;2n;28-1-2021;5;112;20.117
t-46;AB-23-2N;23;2n;28-1-2021;6;112;21.901
t-46;AB-23-2N;23;2n;28-1-2021;7;112;20.586
t-46;AB-23-2N;23;2n;28-1-2021;8;112;21.102
t-46;AB-23-2N;23;2n;28-1-2021;9;112;18.884
t-46;AB-23-2N;23;2n;28-1-2021;10;112;20.377
t-46;AB-23-2N;23;2n;28-1-2021;1;119;22.981
t-46;AB-23-2N;23;2n;28-1-2021;2;119;23.418
t-46;AB-23-2N;23;2n;28-1-2021;3;119;17.017
t-46;AB-23-2N;23;2n;28-1-2021;4;119;20.867
t-46;AB-23-2N;23;2n;28-1-2021;5;119;22.049
t-46;AB-23-2N;23;2n;28-1-2021;6;119;22.105
t-46;AB-23-2N;23;2n;28-1-2021;7;119;21.796
t-46;AB-23-2N;23;2n;28-1-2021;8;119;20.05
t-46;AB-23-2N;23;2n;28-1-2021;9;119;20.356
t-46;AB-23-2N;23;2n;28-1-2021;10;119;21.565
t-47;AB-23-3N;23;3n;28-1-2021;1;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;7;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;14;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;21;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;28;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;35;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;42;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;49;8.385
t-47;AB-23-3N;23;3n;28-1-2021;2;49;11.384
t-47;AB-23-3N;23;3n;28-1-2021;3;49;7.991
t-47;AB-23-3N;23;3n;28-1-2021;4;49;7.62
t-47;AB-23-3N;23;3n;28-1-2021;5;49;9.869
t-47;AB-23-3N;23;3n;28-1-2021;6;49;10.685
t-47;AB-23-3N;23;3n;28-1-2021;7;49;11.509
t-47;AB-23-3N;23;3n;28-1-2021;8;49;11.428
t-47;AB-23-3N;23;3n;28-1-2021;9;49;8.372
t-47;AB-23-3N;23;3n;28-1-2021;10;49;11.765
t-47;AB-23-3N;23;3n;28-1-2021;1;56;11.629
t-47;AB-23-3N;23;3n;28-1-2021;2;56;13.874
t-47;AB-23-3N;23;3n;28-1-2021;3;56;13.493
t-47;AB-23-3N;23;3n;28-1-2021;4;56;11.104
t-47;AB-23-3N;23;3n;28-1-2021;5;56;12.135
t-47;AB-23-3N;23;3n;28-1-2021;6;56;13.252
t-47;AB-23-3N;23;3n;28-1-2021;7;56;15.503
t-47;AB-23-3N;23;3n;28-1-2021;8;56;13.05
t-47;AB-23-3N;23;3n;28-1-2021;9;56;11.323
t-47;AB-23-3N;23;3n;28-1-2021;10;56;12.896
t-47;AB-23-3N;23;3n;28-1-2021;1;63;14.459
t-47;AB-23-3N;23;3n;28-1-2021;2;63;12.736
t-47;AB-23-3N;23;3n;28-1-2021;3;63;15.726
t-47;AB-23-3N;23;3n;28-1-2021;4;63;12.907
t-47;AB-23-3N;23;3n;28-1-2021;5;63;16.574
t-47;AB-23-3N;23;3n;28-1-2021;6;63;16.16
t-47;AB-23-3N;23;3n;28-1-2021;7;63;11.68
t-47;AB-23-3N;23;3n;28-1-2021;8;63;16.078
t-47;AB-23-3N;23;3n;28-1-2021;9;63;15.949
t-47;AB-23-3N;23;3n;28-1-2021;10;63;12.077
t-47;AB-23-3N;23;3n;28-1-2021;1;70;14.321
t-47;AB-23-3N;23;3n;28-1-2021;2;70;17.983
t-47;AB-23-3N;23;3n;28-1-2021;3;70;17.202
t-47;AB-23-3N;23;3n;28-1-2021;4;70;15.502
t-47;AB-23-3N;23;3n;28-1-2021;5;70;18.118
t-47;AB-23-3N;23;3n;28-1-2021;6;70;15.695
t-47;AB-23-3N;23;3n;28-1-2021;7;70;18.846
t-47;AB-23-3N;23;3n;28-1-2021;8;70;16.044
t-47;AB-23-3N;23;3n;28-1-2021;9;70;17.304
t-47;AB-23-3N;23;3n;28-1-2021;10;70;15.077
t-47;AB-23-3N;23;3n;28-1-2021;1;77;18.049
t-47;AB-23-3N;23;3n;28-1-2021;2;77;14.032
t-47;AB-23-3N;23;3n;28-1-2021;3;77;17.998
t-47;AB-23-3N;23;3n;28-1-2021;4;77;17.807
t-47;AB-23-3N;23;3n;28-1-2021;5;77;16.669
t-47;AB-23-3N;23;3n;28-1-2021;6;77;18.772
t-47;AB-23-3N;23;3n;28-1-2021;7;77;12.876
t-47;AB-23-3N;23;3n;28-1-2021;8;77;15.01
t-47;AB-23-3N;23;3n;28-1-2021;9;77;19.82
t-47;AB-23-3N;23;3n;28-1-2021;10;77;16.69
t-47;AB-23-3N;23;3n;28-1-2021;1;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;2;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;3;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;4;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;5;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;6;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;7;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;8;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;9;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;10;84;NA
t-47;AB-23-3N;23;3n;28-1-2021;1;91;17.856
t-47;AB-23-3N;23;3n;28-1-2021;2;91;17.822
t-47;AB-23-3N;23;3n;28-1-2021;3;91;19.758
t-47;AB-23-3N;23;3n;28-1-2021;4;91;15.099
t-47;AB-23-3N;23;3n;28-1-2021;5;91;18.16
t-47;AB-23-3N;23;3n;28-1-2021;6;91;19.94
t-47;AB-23-3N;23;3n;28-1-2021;7;91;10.289
t-47;AB-23-3N;23;3n;28-1-2021;8;91;16.189
t-47;AB-23-3N;23;3n;28-1-2021;9;91;16.918
t-47;AB-23-3N;23;3n;28-1-2021;10;91;16.615
t-47;AB-23-3N;23;3n;28-1-2021;1;98;18.935
t-47;AB-23-3N;23;3n;28-1-2021;2;98;17.812
t-47;AB-23-3N;23;3n;28-1-2021;3;98;9.469
t-47;AB-23-3N;23;3n;28-1-2021;4;98;21.116
t-47;AB-23-3N;23;3n;28-1-2021;5;98;17.835
t-47;AB-23-3N;23;3n;28-1-2021;6;98;18.399
t-47;AB-23-3N;23;3n;28-1-2021;7;98;16.463
t-47;AB-23-3N;23;3n;28-1-2021;8;98;18.334
t-47;AB-23-3N;23;3n;28-1-2021;9;98;16.042
t-47;AB-23-3N;23;3n;28-1-2021;10;98;18.829
t-47;AB-23-3N;23;3n;28-1-2021;1;105;17.177
t-47;AB-23-3N;23;3n;28-1-2021;2;105;20.86
t-47;AB-23-3N;23;3n;28-1-2021;3;105;18.491
t-47;AB-23-3N;23;3n;28-1-2021;4;105;16.233
t-47;AB-23-3N;23;3n;28-1-2021;5;105;16.565
t-47;AB-23-3N;23;3n;28-1-2021;6;105;19.965
t-47;AB-23-3N;23;3n;28-1-2021;7;105;21.217
t-47;AB-23-3N;23;3n;28-1-2021;8;105;19.488
t-47;AB-23-3N;23;3n;28-1-2021;9;105;19.798
t-47;AB-23-3N;23;3n;28-1-2021;10;105;20.484
t-47;AB-23-3N;23;3n;28-1-2021;1;112;20.49
t-47;AB-23-3N;23;3n;28-1-2021;2;112;20.786
t-47;AB-23-3N;23;3n;28-1-2021;3;112;21.843
t-47;AB-23-3N;23;3n;28-1-2021;4;112;21.621
t-47;AB-23-3N;23;3n;28-1-2021;5;112;22.512
t-47;AB-23-3N;23;3n;28-1-2021;6;112;20.634
t-47;AB-23-3N;23;3n;28-1-2021;7;112;20.111
t-47;AB-23-3N;23;3n;28-1-2021;8;112;17.963
t-47;AB-23-3N;23;3n;28-1-2021;9;112;19.957
t-47;AB-23-3N;23;3n;28-1-2021;10;112;21.148
t-47;AB-23-3N;23;3n;28-1-2021;1;119;22.336
t-47;AB-23-3N;23;3n;28-1-2021;2;119;24.055
t-47;AB-23-3N;23;3n;28-1-2021;3;119;21.287
t-47;AB-23-3N;23;3n;28-1-2021;4;119;21.614
t-47;AB-23-3N;23;3n;28-1-2021;5;119;18.815
t-47;AB-23-3N;23;3n;28-1-2021;6;119;23.29
t-47;AB-23-3N;23;3n;28-1-2021;7;119;23.147
t-47;AB-23-3N;23;3n;28-1-2021;8;119;22.486
t-47;AB-23-3N;23;3n;28-1-2021;9;119;19.763
t-47;AB-23-3N;23;3n;28-1-2021;10;119;18.87
t-48;AB-23-3N;23;3n;28-1-2021;1;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;7;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;14;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;21;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;28;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;35;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;2;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;3;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;4;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;5;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;6;42;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;49;6.078
t-48;AB-23-3N;23;3n;28-1-2021;2;49;12.068
t-48;AB-23-3N;23;3n;28-1-2021;3;49;11.987
t-48;AB-23-3N;23;3n;28-1-2021;4;49;7.079
t-48;AB-23-3N;23;3n;28-1-2021;5;49;6.025
t-48;AB-23-3N;23;3n;28-1-2021;6;49;9.449
t-48;AB-23-3N;23;3n;28-1-2021;1;56;13.113
t-48;AB-23-3N;23;3n;28-1-2021;2;56;14.721
t-48;AB-23-3N;23;3n;28-1-2021;3;56;5.873
t-48;AB-23-3N;23;3n;28-1-2021;4;56;6.907
t-48;AB-23-3N;23;3n;28-1-2021;5;56;11.262
t-48;AB-23-3N;23;3n;28-1-2021;6;56;6.8
t-48;AB-23-3N;23;3n;28-1-2021;1;63;16.496
t-48;AB-23-3N;23;3n;28-1-2021;2;63;6.04
t-48;AB-23-3N;23;3n;28-1-2021;3;63;16.632
t-48;AB-23-3N;23;3n;28-1-2021;4;63;7.45
t-48;AB-23-3N;23;3n;28-1-2021;5;63;13.125
t-48;AB-23-3N;23;3n;28-1-2021;6;63;9.417
t-48;AB-23-3N;23;3n;28-1-2021;1;70;14.767
t-48;AB-23-3N;23;3n;28-1-2021;2;70;16.983
t-48;AB-23-3N;23;3n;28-1-2021;3;70;10.307
t-48;AB-23-3N;23;3n;28-1-2021;4;70;18.36
t-48;AB-23-3N;23;3n;28-1-2021;5;70;9.593
t-48;AB-23-3N;23;3n;28-1-2021;6;70;NA
t-48;AB-23-3N;23;3n;28-1-2021;1;77;19.967
t-48;AB-23-3N;23;3n;28-1-2021;2;77;16.69
t-48;AB-23-3N;23;3n;28-1-2021;3;77;9.716
t-48;AB-23-3N;23;3n;28-1-2021;4;77;19.938
t-48;AB-23-3N;23;3n;28-1-2021;5;77;11.892
t-48;AB-23-3N;23;3n;28-1-2021;6;77;NA
